,student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
6958,S06959,25,Male,India,Medicine,4,4.0,7.5,100,4.6,3.5,1.0,2.7,9.4,No,Single,Middle,Poor,4.1,1.8,Gemini,Handwritten,9,2,8.0,100,100
6959,S06960,24,Female,USA,Psychology,3,3.65,3.6,90,8.0,7.3,5.4,0.0,3.9,Yes,Single,Low,Good,4.4,2.3,ChatGPT,Digital,10,1,2.7,100,90
6960,S06961,21,Female,USA,Mathematics,2,3.92,5.2,100,5.1,4.0,0.1,1.0,1.4,No,Single,Low,Good,5.4,0.3,Claude,Digital,8,2,6.0,100,96
6961,S06962,21,Female,Australia,Physics,2,4.0,3.8,100,7.5,2.0,1.4,0.3,2.0,No,Single,Middle,Average,3.8,0.0,None,Handwritten,12,1,2.3,100,100
6962,S06963,21,Female,Bangladesh,Medicine,4,3.57,4.2,100,4.9,1.0,0.6,3.1,2.7,No,Single,Middle,Average,2.9,0.8,Copilot,Handwritten,10,1,5.9,100,100
6963,S06964,18,Female,South Korea,Psychology,1,3.72,3.0,78,6.4,3.0,2.4,2.5,6.0,No,Single,Middle,Average,4.1,3.1,Gemini,Mixed,11,2,1.1,100,100
6964,S06965,24,Male,USA,Engineering,1,3.78,3.8,93,6.6,2.5,2.1,1.1,4.5,No,Single,Middle,Average,4.0,0.6,Copilot,Mixed,10,0,3.4,100,100
6965,S06966,28,Male,Brazil,Economics,1,4.0,4.3,100,6.1,6.7,2.1,1.5,0.3,Yes,Single,Low,Average,4.5,3.7,Copilot,Digital,11,2,1.0,100,100
6966,S06967,20,Male,Netherlands,Computer Science,2,3.37,2.6,82,6.6,9.5,5.6,2.5,2.9,No,Single,Middle,Average,4.6,0.6,Claude,Mixed,4,3,4.4,88,86
6967,S06968,22,Male,Australia,Medicine,4,4.0,3.4,100,8.2,2.6,1.0,1.2,0.1,No,Single,High,Average,4.4,0.0,None,Handwritten,10,1,3.5,100,100
6968,S06969,19,Female,USA,Physics,4,3.69,3.4,90,6.1,5.5,2.6,0.4,4.2,Yes,Single,Middle,Good,3.1,0.7,ChatGPT,Handwritten,11,3,1.0,91,100
6969,S06970,21,Male,Germany,Psychology,2,4.0,4.7,100,7.7,8.1,3.3,1.4,1.6,No,Single,High,Average,3.4,0.0,None,Handwritten,11,3,4.2,100,100
6970,S06971,22,Female,Brazil,Psychology,1,2.63,1.9,82,5.8,4.9,1.3,1.9,1.8,No,Single,Low,Good,4.7,0.5,Gemini,Digital,11,0,0.5,74,76
6971,S06972,28,Female,Bangladesh,Computer Science,1,3.69,3.4,97,6.8,9.0,3.5,0.1,0.0,No,In a Relationship,Low,Good,4.8,1.6,ChatGPT,Handwritten,17,6,3.0,100,83
6972,S06973,26,Female,USA,Business,2,4.0,6.4,100,7.4,5.1,2.2,1.1,4.5,Yes,In a Relationship,Middle,Average,1.4,0.7,Gemini,Handwritten,9,0,2.7,100,99
6973,S06974,20,Male,Canada,Psychology,4,3.93,5.2,100,5.8,5.6,3.4,1.4,5.4,No,In a Relationship,Middle,Average,3.3,2.3,Copilot,Digital,17,4,2.3,100,93
6974,S06975,19,Male,Japan,Engineering,2,4.0,5.5,100,5.4,4.3,2.6,1.5,1.6,Yes,In a Relationship,Middle,Poor,5.2,0.7,Gemini,Handwritten,22,0,3.1,100,100
6975,S06976,19,Female,Netherlands,Engineering,4,3.35,3.5,95,7.6,3.0,0.0,3.1,2.7,Yes,In a Relationship,Low,Average,2.5,0.0,None,Mixed,9,1,3.6,100,90
6976,S06977,22,Female,Canada,Business,4,3.47,4.0,99,8.3,8.9,4.8,2.2,2.0,No,Single,Low,Average,4.5,1.3,Claude,Mixed,14,1,5.5,100,100
6977,S06978,23,Female,South Korea,Mathematics,4,3.65,5.0,100,6.9,9.0,5.9,2.1,2.6,Yes,Single,Middle,Good,5.7,1.1,Claude,Handwritten,13,2,3.1,100,100
6978,S06979,25,Female,USA,Physics,3,4.0,5.8,92,6.5,5.1,2.5,0.1,1.4,No,Single,Low,Poor,4.9,1.2,Copilot,Handwritten,12,1,4.1,100,86
6979,S06980,23,Female,Japan,Physics,1,3.01,0.6,76,7.2,6.0,1.5,0.9,0.8,No,Single,Middle,Average,4.0,0.0,None,Digital,4,1,2.8,89,86
6980,S06981,18,Female,South Korea,Physics,4,3.06,1.5,86,7.1,8.7,5.1,1.9,5.7,No,In a Relationship,High,Average,1.1,1.5,Claude,Handwritten,16,0,8.6,91,91
6981,S06982,23,Female,France,Biology,4,3.98,5.5,100,7.3,8.5,5.6,1.4,0.0,No,Single,Middle,Poor,5.6,2.6,Claude,Handwritten,10,0,1.8,100,100
6982,S06983,25,Female,Italy,Medicine,2,3.64,3.1,90,4.0,4.6,2.5,2.6,4.0,No,In a Relationship,Middle,Poor,4.3,0.0,None,Handwritten,18,3,5.0,100,79
6983,S06984,19,Female,Germany,Business,2,3.38,2.5,94,5.7,5.2,2.5,2.4,3.6,No,In a Relationship,Low,Poor,4.3,0.0,None,Handwritten,12,1,1.0,97,100
6984,S06985,24,Female,South Korea,Psychology,1,3.12,1.6,77,6.0,6.3,2.7,0.0,6.3,No,In a Relationship,Middle,Average,4.8,0.0,None,Mixed,18,2,2.5,86,83
6985,S06986,19,Female,Bangladesh,Computer Science,1,4.0,2.7,97,7.2,2.4,0.3,1.8,2.5,No,In a Relationship,Low,Poor,2.0,1.2,ChatGPT,Mixed,15,0,1.7,100,87
6986,S06987,18,Male,USA,Physics,1,2.61,1.4,81,7.2,3.9,2.4,2.1,2.3,No,Single,Middle,Average,4.1,0.0,None,Digital,16,0,4.3,78,83
6987,S06988,21,Female,Germany,Computer Science,1,3.97,6.6,100,7.8,7.8,5.4,0.0,1.4,No,Single,Low,Average,5.6,1.5,Claude,Digital,15,0,4.2,100,99
6988,S06989,27,Male,Japan,Mathematics,1,3.83,3.5,100,7.3,5.4,2.5,2.0,3.7,No,Single,Middle,Average,3.4,1.6,Copilot,Mixed,11,4,6.6,100,95
6989,S06990,20,Male,France,Business,4,4.0,3.4,100,5.4,5.8,1.2,5.1,1.6,No,Single,Middle,Average,3.0,1.6,Copilot,Digital,10,0,2.9,100,100
6990,S06991,25,Female,South Korea,Business,1,4.0,4.4,98,8.7,5.1,3.5,0.8,0.7,No,In a Relationship,High,Good,3.0,3.8,Copilot,Digital,14,1,3.0,100,100
6991,S06992,25,Female,Australia,Psychology,1,4.0,4.9,100,8.5,5.1,1.8,0.9,1.5,Yes,In a Relationship,Middle,Average,3.4,0.0,None,Mixed,15,3,5.9,100,92
6992,S06993,19,Male,France,Physics,3,3.92,4.9,100,5.5,5.4,2.7,1.8,1.1,No,Single,Low,Average,4.3,0.0,None,Digital,12,2,3.2,100,100
6993,S06994,20,Female,South Korea,Biology,1,4.0,5.1,100,7.4,3.6,0.9,2.8,1.0,No,In a Relationship,High,Poor,1.6,2.5,ChatGPT,Digital,16,3,3.5,100,100
6994,S06995,21,Male,Netherlands,Mathematics,4,3.64,2.6,87,6.3,6.0,1.2,2.7,3.2,No,Single,Middle,Good,2.8,1.7,Gemini,Digital,8,1,4.5,95,99
6995,S06996,22,Female,France,Medicine,4,3.85,3.1,94,7.2,7.0,3.9,0.4,2.6,No,In a Relationship,Middle,Poor,3.2,2.3,Copilot,Mixed,13,2,2.3,100,91
6996,S06997,23,Female,Brazil,Biology,2,3.84,4.7,100,8.3,4.9,3.0,1.9,4.1,No,In a Relationship,Middle,Average,4.2,0.0,None,Handwritten,18,2,9.0,100,100
6997,S06998,21,Male,South Korea,Mathematics,1,4.0,2.7,100,9.6,5.7,1.6,1.0,3.3,No,Single,Low,Average,1.1,0.0,None,Digital,13,2,5.3,100,100
6998,S06999,25,Female,USA,Law,2,3.57,3.5,90,7.9,7.0,3.0,0.7,0.6,No,Single,Middle,Good,5.7,2.2,Claude,Digital,11,2,6.7,100,99
6999,S07000,18,Female,India,Business,2,3.91,4.1,100,7.4,3.7,1.9,2.6,0.0,No,Single,Middle,Average,6.3,1.0,Copilot,Mixed,17,1,4.0,95,90
7000,S07001,28,Male,Italy,Computer Science,1,3.95,4.7,83,6.6,3.2,1.6,4.6,0.9,No,Single,Low,Average,3.4,2.5,Gemini,Handwritten,20,1,5.1,100,85
7001,S07002,20,Male,India,Computer Science,2,3.03,0.8,66,7.2,8.0,4.5,1.2,4.5,No,Single,Middle,Poor,3.8,0.8,ChatGPT,Digital,15,4,2.0,83,72
7002,S07003,20,Female,USA,Engineering,2,3.68,4.6,91,8.6,7.0,4.0,0.7,4.5,Yes,Single,Middle,Average,4.6,1.0,Gemini,Handwritten,4,2,2.1,100,100
7003,S07004,21,Male,Netherlands,Mathematics,1,3.65,3.1,93,6.9,5.2,2.8,0.1,5.0,No,Single,Low,Average,4.8,3.5,Claude,Digital,8,2,4.0,100,88
7004,S07005,24,Male,Australia,Mathematics,1,4.0,4.6,100,5.9,7.3,3.0,3.0,4.7,Yes,In a Relationship,Low,Poor,3.7,0.2,None,Handwritten,17,5,4.2,100,100
7005,S07006,20,Male,India,Computer Science,3,4.0,4.7,97,5.1,5.1,2.8,4.3,5.2,No,Single,Middle,Average,3.9,1.9,Claude,Digital,10,1,3.7,100,100
7006,S07007,25,Female,UK,Psychology,1,4.0,5.9,100,7.6,7.0,3.5,0.0,3.8,Yes,In a Relationship,Low,Poor,3.5,0.0,None,Mixed,12,0,2.3,100,100
7007,S07008,26,Female,Brazil,Psychology,3,4.0,5.5,100,7.3,6.0,1.6,1.1,6.6,No,In a Relationship,Middle,Good,1.9,0.3,Claude,Digital,9,2,4.3,100,87
7008,S07009,26,Male,Japan,Law,1,3.93,5.5,91,6.2,6.7,4.1,0.0,3.6,Yes,Single,High,Poor,5.7,1.9,Gemini,Mixed,16,3,5.1,100,93
7009,S07010,25,Female,Brazil,Mathematics,4,4.0,5.7,100,8.2,4.1,3.3,2.3,7.0,Yes,Single,Middle,Poor,3.2,0.0,None,Handwritten,15,1,4.5,100,100
7010,S07011,26,Female,France,Economics,3,3.98,3.9,100,6.5,4.9,2.4,0.6,1.7,Yes,Single,Middle,Good,3.6,2.1,ChatGPT,Digital,9,2,3.3,100,98
7011,S07012,22,Female,France,Economics,3,4.0,3.5,95,6.8,5.3,2.1,0.2,1.7,Yes,In a Relationship,Low,Good,4.2,1.0,ChatGPT,Handwritten,16,3,4.4,94,100
7012,S07013,27,Female,Netherlands,Engineering,4,3.73,4.8,100,7.0,8.3,4.1,0.7,2.6,No,Single,Middle,Average,4.3,0.2,None,Digital,17,6,2.5,100,95
7013,S07014,23,Female,India,Biology,3,3.86,4.6,100,6.6,5.0,2.6,0.0,2.9,Yes,In a Relationship,Low,Poor,6.7,1.1,ChatGPT,Handwritten,15,2,5.3,97,100
7014,S07015,27,Male,Netherlands,Business,2,3.54,3.0,95,7.3,6.9,1.8,3.1,2.4,No,In a Relationship,Low,Good,3.4,0.6,Copilot,Digital,13,2,2.0,93,98
7015,S07016,27,Female,France,Psychology,4,4.0,4.1,98,8.4,3.6,2.2,2.5,4.1,Yes,In a Relationship,High,Poor,3.9,0.5,Copilot,Handwritten,30,1,9.7,100,98
7016,S07017,25,Female,Brazil,Engineering,3,2.96,3.4,77,5.6,7.2,4.0,3.3,2.8,No,Single,High,Average,5.5,0.7,Claude,Handwritten,5,1,1.0,79,85
7017,S07018,27,Male,France,Biology,3,3.76,2.2,88,7.6,3.1,0.4,0.8,1.8,No,In a Relationship,Middle,Good,3.0,0.0,None,Handwritten,11,1,5.5,82,93
7018,S07019,25,Female,India,Law,1,4.0,5.4,100,7.2,6.9,2.3,2.0,2.2,Yes,In a Relationship,High,Good,4.4,0.0,None,Handwritten,12,2,5.2,100,100
7019,S07020,27,Male,Australia,Business,4,2.83,3.6,92,7.2,5.6,4.4,2.1,5.4,No,Single,Middle,Poor,4.4,0.0,None,Digital,18,3,2.9,100,94
7020,S07021,24,Male,Bangladesh,Physics,3,4.0,6.6,100,8.0,6.0,2.5,2.2,3.6,Yes,In a Relationship,Middle,Average,6.0,1.7,ChatGPT,Digital,11,0,1.9,100,100
7021,S07022,18,Female,Germany,Business,4,2.93,1.1,68,7.1,5.9,3.2,0.9,0.0,No,In a Relationship,Middle,Good,4.7,1.6,Copilot,Handwritten,18,1,4.2,60,82
7022,S07023,20,Female,Canada,Computer Science,2,3.75,2.7,90,7.6,9.2,4.4,2.3,6.0,Yes,Single,Middle,Average,1.3,0.4,Gemini,Digital,9,3,2.9,97,83
7023,S07024,25,Female,Canada,Economics,3,3.31,3.5,83,7.9,6.1,4.1,2.6,3.9,Yes,In a Relationship,Low,Average,6.3,1.1,Copilot,Handwritten,14,3,3.9,97,74
7024,S07025,26,Female,Japan,Mathematics,1,4.0,5.2,100,6.4,5.6,2.1,1.8,4.3,No,Single,Low,Poor,3.2,2.6,Copilot,Mixed,16,1,1.5,100,91
7025,S07026,27,Female,Japan,Biology,2,3.87,4.1,95,7.4,4.6,2.6,1.8,4.9,Yes,In a Relationship,Middle,Average,3.6,0.6,Claude,Mixed,9,4,4.0,100,100
7026,S07027,21,Female,Bangladesh,Biology,1,3.78,4.0,91,6.7,7.4,4.2,3.8,5.0,No,Single,Middle,Average,3.8,0.9,Claude,Handwritten,16,3,3.6,100,100
7027,S07028,18,Female,USA,Mathematics,4,3.03,1.8,83,6.8,6.8,4.2,2.5,1.2,Yes,In a Relationship,High,Average,4.5,3.1,Copilot,Mixed,19,1,2.5,91,92
7028,S07029,26,Female,Italy,Economics,3,3.46,1.8,73,6.6,5.2,2.7,0.5,0.9,Yes,Single,High,Good,3.5,1.6,Claude,Handwritten,12,2,5.8,74,100
7029,S07030,26,Female,Bangladesh,Physics,3,3.8,4.0,98,7.6,3.3,2.7,1.1,7.8,No,Single,Middle,Average,1.0,2.1,Gemini,Mixed,7,5,7.3,100,89
7030,S07031,26,Female,UK,Physics,1,3.26,1.5,66,7.1,6.7,3.2,3.6,1.6,Yes,Single,Middle,Good,3.8,1.9,Copilot,Digital,11,3,3.5,92,85
7031,S07032,23,Male,India,Biology,3,3.4,2.7,83,7.5,6.6,4.9,5.0,3.8,No,Single,Middle,Average,5.1,1.7,Copilot,Mixed,12,2,7.5,98,97
7032,S07033,19,Female,Italy,Biology,4,3.88,4.3,99,7.0,6.1,4.4,0.8,6.3,No,Single,Middle,Average,2.4,0.5,ChatGPT,Digital,17,3,6.8,95,99
7033,S07034,27,Female,Japan,Law,3,2.91,2.0,83,5.1,4.9,3.8,2.2,2.1,No,In a Relationship,Middle,Average,5.8,0.2,None,Mixed,8,1,7.1,84,76
7034,S07035,28,Female,Italy,Biology,2,4.0,5.9,100,7.0,2.9,1.2,2.0,2.3,No,In a Relationship,Middle,Poor,5.9,1.9,ChatGPT,Digital,15,1,2.5,100,100
7035,S07036,21,Female,Italy,Law,1,3.99,5.3,100,7.1,6.0,2.4,2.1,4.9,No,In a Relationship,Middle,Average,3.8,1.7,Gemini,Handwritten,15,3,1.3,100,98
7036,S07037,25,Female,Bangladesh,Engineering,3,3.18,1.1,74,7.3,6.0,2.5,0.5,3.4,No,Single,Middle,Good,2.4,1.4,Gemini,Handwritten,15,1,2.9,87,85
7037,S07038,25,Male,Bangladesh,Psychology,4,3.34,2.1,63,6.3,8.7,4.9,2.3,4.0,No,In a Relationship,Middle,Good,5.4,1.5,Claude,Mixed,18,3,4.8,75,82
7038,S07039,19,Male,Canada,Business,3,2.28,0.5,78,5.6,4.2,2.4,0.5,2.8,No,Single,High,Average,5.4,0.4,Gemini,Mixed,13,1,4.8,79,73
7039,S07040,26,Male,France,Engineering,3,3.19,2.3,78,7.7,8.0,4.7,0.0,1.9,No,Single,Middle,Average,6.1,0.0,None,Digital,9,2,7.6,95,93
7040,S07041,21,Female,Brazil,Medicine,4,3.88,4.6,90,6.7,4.2,1.9,2.6,2.3,No,In a Relationship,Middle,Good,4.1,0.5,Claude,Mixed,12,2,2.8,100,100
7041,S07042,22,Male,Brazil,Economics,2,4.0,2.9,100,7.2,6.2,2.1,3.9,5.4,No,Single,Middle,Average,3.8,0.9,Gemini,Mixed,12,2,4.6,100,100
7042,S07043,18,Male,Netherlands,Engineering,2,3.35,4.2,95,6.7,7.0,3.5,1.0,2.4,Yes,Single,Middle,Good,5.4,0.6,Gemini,Handwritten,10,2,1.0,95,89
7043,S07044,22,Female,USA,Computer Science,3,2.83,1.2,76,7.0,7.4,5.2,1.5,3.9,No,Single,Low,Poor,5.5,2.8,ChatGPT,Digital,5,2,5.3,74,86
7044,S07045,21,Male,Canada,Biology,4,4.0,4.7,100,6.5,6.7,2.5,0.3,1.1,Yes,Single,Low,Poor,4.8,2.7,Claude,Handwritten,13,3,5.7,100,100
7045,S07046,21,Male,Australia,Law,2,3.27,2.7,90,5.8,3.6,0.0,1.7,7.1,Yes,In a Relationship,Middle,Average,1.9,2.1,Claude,Handwritten,13,3,1.1,88,100
7046,S07047,22,Female,UK,Law,2,4.0,3.5,96,7.6,1.8,0.5,1.3,3.6,Yes,In a Relationship,Middle,Average,3.8,2.4,ChatGPT,Handwritten,12,1,8.1,100,93
7047,S07048,19,Female,Japan,Computer Science,4,3.69,3.4,85,6.3,4.2,3.2,0.4,3.7,Yes,In a Relationship,Middle,Average,3.8,0.0,None,Handwritten,12,1,1.3,100,93
7048,S07049,20,Female,South Korea,Computer Science,2,3.63,1.6,100,7.2,2.0,0.6,0.7,4.9,Yes,In a Relationship,Low,Average,5.3,1.9,Copilot,Mixed,8,1,6.3,98,96
7049,S07050,24,Female,France,Engineering,4,3.61,1.8,73,7.5,6.5,1.5,0.0,2.0,No,In a Relationship,Low,Good,2.9,1.2,Claude,Handwritten,1,0,6.8,97,86
7050,S07051,20,Female,Canada,Medicine,2,3.75,5.0,99,6.3,4.6,2.8,0.0,5.4,No,In a Relationship,Low,Poor,4.6,0.7,Claude,Handwritten,11,3,3.8,100,94
7051,S07052,20,Female,Bangladesh,Economics,2,4.0,4.1,93,5.6,5.3,0.0,0.0,0.0,No,Single,Low,Good,2.8,0.9,Claude,Digital,5,3,5.4,93,91
7052,S07053,24,Male,Japan,Psychology,2,4.0,5.1,100,9.9,3.9,2.2,0.6,1.8,No,Single,High,Average,2.6,0.9,Copilot,Handwritten,14,3,1.7,100,100
7053,S07054,21,Female,France,Medicine,4,3.57,4.0,95,6.4,2.7,1.1,1.1,1.4,Yes,Single,Low,Average,3.3,0.8,Claude,Handwritten,7,2,1.5,84,93
7054,S07055,21,Female,Brazil,Economics,1,4.0,3.7,96,7.7,4.7,0.6,2.0,0.0,No,Single,Low,Good,2.2,0.6,Claude,Handwritten,12,2,4.9,100,95
7055,S07056,28,Female,Canada,Law,3,2.77,0.9,87,9.3,5.7,1.6,2.8,1.9,Yes,Single,Middle,Average,2.4,0.0,None,Handwritten,11,5,6.3,77,78
7056,S07057,25,Female,USA,Economics,2,3.99,3.1,100,7.9,4.9,1.2,0.0,2.9,No,Single,Middle,Good,3.5,0.0,None,Digital,8,2,3.2,100,100
7057,S07058,28,Male,Bangladesh,Medicine,3,3.61,3.5,84,6.6,7.3,3.5,2.8,0.8,No,In a Relationship,High,Average,4.7,1.6,ChatGPT,Handwritten,17,2,5.2,98,100
7058,S07059,19,Female,Netherlands,Psychology,2,4.0,6.4,97,6.9,6.6,4.6,1.1,0.5,No,In a Relationship,Middle,Average,6.5,0.0,None,Mixed,6,1,5.9,100,98
7059,S07060,19,Female,Canada,Mathematics,1,3.77,4.5,99,6.0,6.3,2.3,2.3,3.1,Yes,Single,Middle,Good,3.3,3.1,Claude,Digital,1,1,0.7,100,99
7060,S07061,19,Male,USA,Computer Science,1,4.0,5.8,100,8.1,5.2,1.9,2.3,2.8,No,Single,Middle,Average,4.1,0.6,ChatGPT,Mixed,6,3,0.0,100,100
7061,S07062,28,Female,Brazil,Physics,4,4.0,4.4,100,7.7,4.8,2.2,1.8,2.5,No,Single,Middle,Good,3.1,0.0,None,Handwritten,20,2,4.2,100,100
7062,S07063,18,Female,UK,Psychology,1,3.62,2.4,92,6.4,4.2,1.1,2.0,0.5,No,Single,Low,Average,5.2,1.7,Gemini,Mixed,11,3,4.4,83,83
7063,S07064,24,Male,Japan,Economics,2,3.91,3.7,91,5.7,5.2,0.9,2.4,2.2,No,In a Relationship,Middle,Average,4.7,1.1,Copilot,Mixed,17,3,2.4,100,96
7064,S07065,19,Female,Australia,Economics,1,3.81,3.9,100,5.4,3.8,0.3,4.8,1.7,No,Single,Low,Average,4.9,0.3,ChatGPT,Digital,12,1,0.0,94,95
7065,S07066,21,Female,South Korea,Physics,1,3.8,2.1,94,8.2,1.2,0.8,5.2,3.2,No,Single,Middle,Average,2.6,0.6,Copilot,Mixed,18,5,4.4,100,100
7066,S07067,18,Male,UK,Physics,3,3.34,2.9,80,7.1,9.3,5.2,1.1,1.9,Yes,In a Relationship,Low,Average,6.5,1.1,Gemini,Digital,8,4,1.6,97,92
7067,S07068,20,Female,UK,Law,1,4.0,3.2,87,7.3,5.8,1.8,3.4,2.9,No,In a Relationship,Middle,Good,1.9,2.3,ChatGPT,Digital,13,1,3.5,100,96
7068,S07069,24,Male,Netherlands,Mathematics,3,4.0,5.9,100,6.0,2.5,0.0,1.6,0.4,No,Single,Middle,Good,4.3,0.0,None,Digital,16,2,3.0,100,100
7069,S07070,26,Male,Italy,Business,1,2.68,0.5,75,5.2,5.0,1.9,2.3,0.2,Yes,Single,Middle,Good,5.0,1.5,Claude,Mixed,6,4,3.4,89,81
7070,S07071,26,Female,India,Economics,3,4.0,5.3,100,8.2,3.5,0.4,0.6,4.1,No,In a Relationship,High,Average,3.3,2.8,ChatGPT,Mixed,7,3,7.5,100,93
7071,S07072,24,Female,Japan,Mathematics,2,3.15,2.1,83,7.1,3.5,2.9,3.0,4.5,No,In a Relationship,Middle,Good,3.7,0.4,Copilot,Handwritten,11,2,5.0,91,84
7072,S07073,20,Male,Canada,Law,4,3.19,1.4,87,8.1,5.2,2.7,2.3,2.2,Yes,Single,Middle,Good,2.8,1.9,Claude,Mixed,14,3,5.4,80,91
7073,S07074,28,Male,Australia,Biology,1,4.0,5.3,100,6.5,5.5,2.9,3.1,3.1,No,Single,Middle,Average,3.2,1.9,Claude,Mixed,8,0,3.2,100,95
7074,S07075,20,Male,Italy,Economics,2,3.99,4.6,100,6.7,5.5,2.7,0.6,2.1,Yes,Single,Middle,Good,4.3,3.1,ChatGPT,Handwritten,18,1,6.1,100,100
7075,S07076,26,Female,France,Psychology,1,4.0,5.4,100,7.9,4.6,2.2,0.0,5.2,No,Single,Low,Poor,2.8,1.4,ChatGPT,Digital,17,4,3.5,100,97
7076,S07077,18,Male,South Korea,Biology,4,3.88,4.7,83,7.9,4.4,0.6,4.1,2.6,No,Single,High,Good,3.8,1.9,Claude,Mixed,12,4,3.9,100,88
7077,S07078,25,Female,Italy,Economics,3,4.0,6.6,100,8.0,4.7,2.7,0.6,2.0,No,Single,High,Good,4.8,2.3,Gemini,Digital,14,2,3.9,100,100
7078,S07079,18,Female,Bangladesh,Economics,3,3.63,4.3,76,6.6,8.4,4.3,1.4,4.9,Yes,Single,Low,Average,4.5,1.8,Claude,Mixed,16,1,3.5,90,94
7079,S07080,26,Male,USA,Medicine,4,3.81,3.3,87,7.7,9.2,5.5,4.0,1.5,No,Single,Low,Good,5.2,0.3,Copilot,Mixed,16,3,3.9,100,100
7080,S07081,25,Female,Netherlands,Mathematics,1,3.7,4.0,100,8.3,7.0,2.4,0.2,3.3,No,In a Relationship,Low,Average,4.5,0.5,Claude,Handwritten,15,2,3.2,100,100
7081,S07082,18,Female,Germany,Mathematics,1,4.0,5.4,100,6.9,7.7,2.6,2.3,0.9,No,In a Relationship,Low,Poor,4.2,1.5,Copilot,Mixed,9,2,6.2,100,95
7082,S07083,20,Female,France,Business,2,3.43,2.3,74,6.4,8.7,3.6,4.2,4.3,Yes,In a Relationship,Middle,Average,4.1,2.1,Claude,Handwritten,4,0,5.0,100,89
7083,S07084,24,Female,Germany,Computer Science,1,3.66,2.5,91,8.6,6.6,5.0,1.9,4.6,Yes,Single,Middle,Average,2.7,1.5,Claude,Handwritten,13,0,3.5,100,92
7084,S07085,19,Female,India,Medicine,4,3.28,3.0,90,6.2,5.5,2.1,4.3,0.4,No,In a Relationship,Low,Average,5.5,0.2,None,Digital,18,4,1.4,93,99
7085,S07086,21,Female,Italy,Economics,1,2.65,0.5,73,7.8,5.9,3.8,1.6,0.1,No,Single,Middle,Poor,4.7,1.0,Claude,Handwritten,19,2,5.6,100,82
7086,S07087,27,Female,Netherlands,Biology,4,3.79,3.7,100,6.9,8.5,1.6,2.9,3.6,No,In a Relationship,High,Good,4.6,0.0,None,Handwritten,14,0,5.4,98,100
7087,S07088,26,Female,Japan,Economics,3,2.71,0.7,56,4.8,7.0,3.3,1.3,6.9,No,In a Relationship,High,Average,3.1,1.8,ChatGPT,Handwritten,10,3,1.3,74,80
7088,S07089,27,Male,France,Business,4,4.0,3.6,88,8.4,9.0,4.3,0.5,4.8,No,Single,Low,Poor,3.3,3.2,Copilot,Handwritten,17,1,8.3,100,100
7089,S07090,19,Female,South Korea,Psychology,3,3.78,4.8,100,3.7,4.4,0.9,1.8,2.6,No,In a Relationship,Middle,Poor,5.5,1.7,Gemini,Mixed,7,2,4.6,100,95
7090,S07091,24,Male,Italy,Mathematics,4,3.07,2.8,95,4.6,1.8,2.0,0.0,1.3,No,In a Relationship,Middle,Average,5.3,0.0,None,Digital,9,1,0.0,100,83
7091,S07092,26,Female,Bangladesh,Biology,4,4.0,6.0,100,7.6,6.3,4.2,0.3,0.6,Yes,In a Relationship,Middle,Good,3.7,1.3,Claude,Handwritten,5,0,4.6,100,100
7092,S07093,27,Male,Canada,Engineering,2,2.93,1.3,74,7.6,5.9,3.7,1.3,4.4,Yes,In a Relationship,High,Good,4.9,1.2,Copilot,Handwritten,17,4,4.1,82,81
7093,S07094,28,Female,Germany,Biology,1,4.0,5.3,100,6.2,6.9,4.4,2.0,4.8,No,Single,Middle,Average,3.3,0.7,ChatGPT,Mixed,4,2,8.1,100,100
7094,S07095,22,Female,Bangladesh,Physics,1,3.6,4.5,96,7.2,7.5,4.1,3.8,1.7,No,Single,Middle,Good,5.6,0.0,None,Handwritten,14,0,7.3,100,99
7095,S07096,19,Female,USA,Computer Science,4,2.53,0.9,75,4.0,5.9,2.3,1.1,2.5,No,Single,Middle,Poor,4.0,1.7,ChatGPT,Digital,24,0,2.8,82,75
7096,S07097,20,Female,India,Business,4,4.0,7.6,100,7.8,5.9,6.1,0.5,3.1,No,Single,Middle,Average,6.3,2.1,ChatGPT,Handwritten,14,2,5.4,100,100
7097,S07098,25,Male,South Korea,Law,3,3.83,3.4,98,7.3,5.7,3.0,1.9,6.6,Yes,In a Relationship,Low,Average,3.4,0.3,ChatGPT,Mixed,7,3,4.3,92,100
7098,S07099,25,Female,Bangladesh,Mathematics,2,3.58,2.2,80,6.9,2.4,0.0,0.7,3.1,Yes,Single,Low,Average,3.3,0.3,Claude,Mixed,10,2,6.0,96,99
7099,S07100,25,Female,Italy,Physics,1,3.05,1.4,80,7.0,7.1,2.4,0.0,1.0,No,In a Relationship,High,Good,4.2,0.9,ChatGPT,Handwritten,4,2,3.0,100,77
7100,S07101,18,Female,Brazil,Physics,3,3.81,3.2,94,7.6,5.8,2.1,0.6,0.7,Yes,Single,Middle,Average,4.1,2.9,Claude,Handwritten,8,0,0.0,100,100
